customer_id,income,income_volatility,credit_limit,loan_amount,transaction_frequency,missed_payment_count,age,employment_type,average_balance,account_tenure,region,debt_to_income,credit_utilization,loan_amount_outstanding,cluster_id
2004,58418.57,0.08,9347,2002.35,61,3,26,salaried,23902.71,13,west,0.0343,0.2142,827.7,Low
2005,48062.95,0.16,15380,7119.74,65,3,29,salaried,8417.32,8,east,0.1481,0.4629,3006.51,Medium
2006,50410.16,0.2,20164,6706.04,45,6,59,salaried,2372.56,15,south,0.133,0.3326,1553.33,Medium
2007,93944.5,0.26,48851,5569.62,59,0,51,self-employed,14616.93,4,east,0.0593,0.114,2698.4,Low
2008,39971.8,0.15,11992,8227.73,22,10,52,salaried,7650.21,4,east,0.2058,0.6861,1528.39,Medium
2009,29667.61,0.5,29668,26602.94,41,8,61,self-employed,3435.36,2,south,0.8967,0.8967,5492.81,High
2010,32020.92,0.19,12168,6829.6,45,10,70,salaried,10607.01,5,west,0.2133,0.5613,5798.42,Medium
2011,81352.45,0.14,22779,8440.4,38,0,32,salaried,14253.07,1,east,0.1038,0.3705,7881.79,Low
2012,88262.96,0.09,15887,5640.84,63,2,28,salaried,47953.15,9,east,0.0639,0.3551,2197.92,Low
2013,89669.76,0.1,17934,4514.18,63,1,28,salaried,18478.88,5,north,0.0503,0.2517,47.17,Low
2014,92299.9,0.14,25844,7730.42,66,1,70,contract,34348.08,6,north,0.0838,0.2991,6882.18,Low
2015,88034.24,0.15,26410,12415.54,58,3,48,salaried,11392.5,2,south,0.141,0.4701,9823.71,Low
2016,81670.05,0.26,42468,10546.25,55,4,40,self-employed,22411.21,10,south,0.1291,0.2483,4387,Low
2017,33683.85,0.44,29642,20052.05,40,11,67,salaried,4583.96,10,south,0.5953,0.6765,12421.13,High
2018,44477.28,0.23,20460,6581.17,60,3,27,contract,10246.2,1,north,0.148,0.3217,6015.75,Medium
2019,24927.86,0.44,21937,15447.76,67,16,31,salaried,2007.78,4,south,0.6197,0.7042,15255.82,High
2020,36058.38,0.4,28847,18821.06,45,18,40,contract,1287.17,7,east,0.522,0.6524,8770.12,High
2021,17052.35,0.14,4775,2675.82,32,4,36,salaried,2916.88,6,east,0.1569,0.5604,1255.33,Medium
2022,88632.69,0.23,40771,7934.99,55,2,24,self-employed,37958.02,10,west,0.0895,0.1946,6912.46,Low
2023,51090.89,0.22,22480,9731.77,43,10,26,salaried,5650.76,1,south,0.1905,0.4329,7257.94,Medium
2024,73688.54,0.14,20633,2853.17,60,2,42,salaried,48062.51,1,east,0.0387,0.1383,2271.47,Low
2025,80280.91,0.13,20873,5723.66,45,4,46,salaried,23712.18,8,east,0.0713,0.2742,3542.89,Low
2026,79799.51,0.14,22344,10768.31,40,2,23,contract,8463.2,4,west,0.1349,0.4819,3929.5,Low
2027,76798.23,0.14,21504,5926.05,37,4,61,salaried,32783.26,5,east,0.0772,0.2756,1130.73,Low
2028,44367.66,0.34,30170,18116.3,34,3,62,self-employed,3365.05,13,west,0.4083,0.6005,17262.18,Medium
2029,27665.88,0.38,21026,17409.71,34,14,34,salaried,5035.33,7,west,0.6293,0.828,2647.42,High
2030,71110.63,0.07,9955,2260.44,25,0,31,contract,19047.6,8,north,0.0318,0.2271,1011.86,Low
2031,79931.91,0.26,41565,19808.38,62,1,38,self-employed,40096.68,15,east,0.2478,0.4766,9464.27,Low
2032,59761.49,0.07,8367,2571.01,50,5,32,salaried,26984.46,10,north,0.043,0.3073,2289.64,Low
2033,38852.92,0.29,22535,13719.67,47,7,43,salaried,3855.72,7,east,0.3531,0.6088,9742.3,Medium
2034,63707.37,0.06,7645,1139.03,27,0,32,salaried,26755.13,2,north,0.0179,0.149,273.95,Low
2035,26086.21,0.39,20347,14052.83,48,7,33,salaried,2244.12,14,west,0.5387,0.6907,2816.58,High
2036,64406.63,0.06,7729,2173.53,40,1,45,salaried,16006.88,15,west,0.0337,0.2812,2058.62,Low
2037,15249.74,0.4,12200,11075.14,36,13,65,contract,609.01,4,west,0.7263,0.9078,483.12,High
2038,59159.56,0.14,16565,7062.03,68,5,39,contract,9300.73,10,west,0.1194,0.4263,6319.48,Low
2039,64516.11,0.12,15484,7604.69,43,1,66,salaried,11839.44,12,east,0.1179,0.4911,1658.04,Low
2040,95472.76,0.09,17185,8253.86,69,0,56,salaried,22097.97,1,south,0.0865,0.4803,742.71,Low
2041,60361.14,0.27,32595,15291.33,55,5,65,salaried,2797.95,10,east,0.2533,0.4691,4342.07,Medium
2042,74925.92,0.11,16484,5155.62,50,5,28,salaried,23976.91,9,north,0.0688,0.3128,2846.97,Low
2043,14545.96,0.31,9018,5502.71,66,6,49,salaried,683.82,3,east,0.3783,0.6102,4735.92,High
2044,75489.95,0.21,31706,9375.78,53,5,52,self-employed,19968.03,12,east,0.1242,0.2957,6343.57,Low
2045,58858.97,0.33,38847,12228.21,21,8,64,contract,12860.87,3,north,0.2078,0.3148,9454.23,Medium
2046,83438.74,0.08,13350,1405.42,61,1,38,salaried,20232.56,10,west,0.0168,0.1053,1284.26,Low
2047,58085.55,0.06,6970,2247.57,22,3,26,salaried,14902.94,9,north,0.0387,0.3225,12.36,Low
2048,107356.95,0.13,27913,12813.06,49,0,38,salaried,21291.51,10,north,0.1194,0.459,8342.47,Low
2049,22491.27,0.37,16644,16410.59,27,6,39,contract,1487.41,3,south,0.7296,0.986,6325.53,High
2050,71990.89,0.05,7199,2833.35,26,2,42,salaried,25443.05,8,south,0.0394,0.3936,1736.54,Low
2051,97576.58,0.12,23418,9343.1,31,0,57,salaried,30136.82,2,west,0.0958,0.399,493.91,Low
2052,84154.05,0.11,18514,5123.72,38,0,52,contract,28135.22,14,north,0.0609,0.2767,770.53,Low
2053,57890.57,0.28,32419,17072.58,45,4,61,salaried,4621.07,13,north,0.2949,0.5266,12257.32,Medium
2054,77941.43,0.06,9353,3120.57,47,5,23,salaried,30438.19,3,north,0.04,0.3336,2750.65,Low
2055,24476.72,0.26,12728,7992.52,34,19,48,salaried,777.63,2,east,0.3265,0.6279,3977.08,High
2056,72858.41,0.16,23315,2757.04,33,5,30,contract,27632.29,1,south,0.0378,0.1183,534.37,Low
2057,82307.68,0.1,16462,2603.74,67,5,55,salaried,14206.68,2,south,0.0316,0.1582,1918.4,Low
2058,79413.41,0.11,17471,7301.27,33,1,49,contract,29020.29,8,west,0.0919,0.4179,375.49,Low
2059,69438.5,0.09,12499,4055.74,22,3,35,contract,42947.23,9,south,0.0584,0.3245,2956.45,Low
2060,54636.55,0.23,25133,8457.11,69,5,53,self-employed,16788.13,13,south,0.1548,0.3365,6839.22,Low
2061,87131.63,0.14,24397,5847.71,48,5,27,salaried,15812.06,2,west,0.0671,0.2397,356.6,Low
2062,84847.94,0.16,27151,12147.82,25,1,32,self-employed,11192.69,7,north,0.1432,0.4474,4900.23,Low
2063,42361.89,0.25,21181,14517.4,68,8,69,salaried,9684.36,15,east,0.3427,0.6854,1777.08,Medium
2064,94194.28,0.08,15071,2795.19,42,5,50,salaried,13112.21,5,west,0.0297,0.1855,2293.43,Low
2065,82240.49,0.08,13158,2973.7,47,4,41,salaried,10437.14,3,south,0.0362,0.226,2439.86,Low
2066,49364.49,0.28,27644,11921.39,33,8,51,self-employed,6091.93,9,west,0.2415,0.4312,10995.38,Medium
2067,79928.38,0.14,22380,10857.12,33,2,44,contract,21920.75,15,south,0.1358,0.4851,1436.34,Low
2068,56195.84,0.17,19107,5868.43,39,0,40,contract,31905.49,6,north,0.1044,0.3071,4224.82,Low
2069,58059.07,0.23,26707,14074.68,32,3,57,self-employed,4902.95,11,north,0.2424,0.527,12513.53,Medium
2070,85686.55,0.22,37702,9322.97,46,4,24,self-employed,25859.23,1,north,0.1088,0.2473,4105.86,Low
2071,60102.11,0.15,18031,8289.88,54,2,48,contract,16521.18,5,south,0.1379,0.4598,2721.33,Low
2072,73208.12,0.11,16106,2840.79,64,4,64,contract,33909.42,7,west,0.0388,0.1764,2029.72,Low
2073,88605.45,0.1,17721,5012.43,21,4,40,salaried,10520.53,4,south,0.0566,0.2829,2037.55,Low
2074,35578.93,0.34,24194,16698.58,60,19,44,salaried,2939.45,8,north,0.4693,0.6902,7437.63,High
2075,84309.92,0.11,18548,6195.93,64,2,70,salaried,20243.69,10,north,0.0735,0.334,4473.77,Low
2076,52381.95,0.19,19905,10333.04,59,9,69,salaried,3572.95,5,north,0.1973,0.5191,4676,Medium
2077,61480.36,0.31,38118,13436.39,67,3,52,self-employed,5239.61,9,south,0.2185,0.3525,11075.04,Medium
2078,61004.82,0.16,19522,12342.77,43,3,61,contract,11556.96,9,east,0.2023,0.6322,8703.26,Medium
2079,47637.6,0.33,31441,10972.78,48,5,56,contract,9494.67,9,north,0.2303,0.349,10389.8,Medium
2080,89884.71,0.05,8988,1533.45,22,1,54,salaried,24044.6,1,west,0.0171,0.1706,826.5,Low
2081,65319.1,0.08,10451,2176.77,64,5,56,salaried,8258.13,2,north,0.0333,0.2083,1433.29,Low
2082,24639.25,0.37,18233,16872.79,23,16,22,salaried,4413.42,3,south,0.6848,0.9254,999.43,High
2083,49064.3,0.28,27476,10479.76,69,7,35,salaried,11092.65,14,west,0.2136,0.3814,8099.58,Medium
2084,73709.65,0.06,8845,1660.24,21,4,54,salaried,33158.82,4,south,0.0225,0.1877,1032.87,Low
2085,60099.01,0.22,26444,9541.2,39,0,56,contract,11063.78,10,east,0.1588,0.3608,4588.16,Low
2086,79406.51,0.11,17469,7544.7,34,2,26,salaried,25509.73,9,east,0.095,0.4319,7333.04,Low
2087,12621.74,0.31,7825,6883.3,68,16,59,salaried,2008.5,10,south,0.5454,0.8797,2722.2,High
2088,60101.12,0.22,26444,13617.99,51,3,62,salaried,9338.33,13,north,0.2266,0.515,1844.04,Medium
2089,44426.67,0.27,23990,13435.35,61,7,32,salaried,7113.59,6,west,0.3024,0.56,3751.09,Medium
2090,95935.76,0.16,30699,9788.03,20,0,23,contract,15364.64,1,north,0.102,0.3188,8914.25,Low
2091,66808.04,0.14,18706,4540.4,57,3,65,self-employed,25742.84,12,south,0.068,0.2427,951.83,Low
2092,72454.21,0.15,21736,8178.24,54,5,38,salaried,9794.27,9,south,0.1129,0.3763,7898.2,Low
2093,88814.05,0.16,28420,10656.16,70,4,60,contract,41461.25,6,north,0.12,0.375,7240.61,Low
2094,102393.41,0.07,14335,5060.17,26,2,41,salaried,20805.44,4,west,0.0494,0.353,1021.33,Low
2095,82788.18,0.23,38083,13482.83,64,1,35,self-employed,25084.25,14,west,0.1629,0.354,895.14,Low
2096,67597.23,0.13,17575,3418.29,32,1,53,salaried,5641.42,4,west,0.0506,0.1945,1615.92,Low
2097,53737.83,0.33,35467,23794.04,68,4,55,self-employed,8430.37,3,west,0.4428,0.6709,11960.44,Medium
2098,63932.8,0.1,12787,6353.85,20,2,46,salaried,32764.25,7,west,0.0994,0.4969,2216.36,Low
2099,99529.15,0.15,29859,9622,33,2,28,self-employed,18325.73,3,east,0.0967,0.3222,436.03,Low
2100,32432.05,0.34,22054,15206.55,48,19,56,self-employed,1079.21,2,east,0.4689,0.6895,14061.3,High
2101,68626.99,0.12,16470,3737.25,22,1,68,salaried,6973.05,10,south,0.0545,0.2269,2237.24,Low
2102,78129.6,0.17,26564,10515.61,65,1,50,contract,11289.26,8,east,0.1346,0.3959,5094.25,Low
2103,21423.26,0.39,16710,11844.93,43,19,43,salaried,2813.56,4,west,0.5529,0.7089,4225.19,High
2104,48802.62,0.22,21473,11669.8,20,9,62,contract,13737.5,8,west,0.2391,0.5435,7899.01,Medium
2105,49693.76,0.23,22859,7798.2,67,6,64,salaried,3843.67,1,west,0.1569,0.3411,4118.58,Medium
2106,54276.19,0.26,28224,13747.79,29,0,34,self-employed,21633.71,15,south,0.2533,0.4871,11655.91,Low
2107,28630.39,0.39,22332,20912.45,32,11,34,self-employed,2384.07,5,south,0.7304,0.9364,11642.2,High
2108,78531.08,0.05,7853,3366.22,55,1,22,salaried,42709.33,13,north,0.0429,0.4287,1756.58,Low
2109,16470.72,0.45,14824,13498.01,28,15,57,salaried,1111,9,east,0.8195,0.9106,2678.31,High
2110,29269.33,0.5,29269,17564.67,33,19,25,salaried,497.14,1,east,0.6001,0.6001,1295.8,High
2111,60841.73,0.22,26770,8761.31,55,6,58,contract,19288.79,11,north,0.144,0.3273,1849.73,Medium
2112,46103.68,0.13,11987,6420.36,29,10,65,contract,1973.95,13,north,0.1393,0.5356,1035.95,Medium
2113,58973.25,0.21,24769,15046.06,59,9,61,salaried,6972.78,4,east,0.2551,0.6075,10890.12,Medium
2114,92314.17,0.13,24002,9651.86,42,0,67,salaried,27210,6,west,0.1046,0.4021,2468.07,Low
2115,53323.32,0.4,42659,21827.98,54,4,34,self-employed,4730.02,10,east,0.4094,0.5117,14750.85,Medium
2116,28255.18,0.27,15258,12333.93,26,17,59,salaried,3465.23,8,west,0.4365,0.8084,7172.2,High
2117,76682.4,0.21,32207,4348.39,61,4,45,contract,20521.15,14,south,0.0567,0.135,1090.41,Low
2118,19806.23,0.36,14260,13853.04,54,19,40,salaried,2329.8,3,east,0.6994,0.9715,8480.44,High
2119,75750.86,0.27,40905,17390.98,21,3,22,salaried,15471.27,5,east,0.2296,0.4252,12099.21,Medium
2120,46726.77,0.34,31774,12199.93,34,3,59,self-employed,5066.31,7,south,0.2611,0.384,223.99,Medium
2121,82308.32,0.15,24692,8362.64,28,4,26,salaried,23606.94,1,south,0.1016,0.3387,4670.29,Low
2122,96295.46,0.21,40444,4426.64,66,1,37,self-employed,28437.73,15,south,0.046,0.1095,3418.18,Low
2123,11744.95,0.29,6812,6706.04,36,13,45,salaried,349.8,7,south,0.571,0.9844,764.21,High
2124,88636.08,0.07,12409,3056.46,58,4,48,salaried,15997.62,13,south,0.0345,0.2463,1197.99,Low
2125,58478.14,0.29,33917,14184.32,37,4,22,self-employed,3552.76,12,north,0.2426,0.4182,4193.57,Medium
2126,58221.03,0.2,23288,8398.88,34,4,55,salaried,12365.77,11,north,0.1443,0.3607,5359.09,Medium
2127,88597.95,0.06,10632,3224.82,37,3,57,salaried,12793.43,8,south,0.0364,0.3033,2456.22,Low
2128,34938.44,0.22,15373,7007.21,43,6,25,contract,5759.06,8,south,0.2006,0.4558,6758.69,Medium
2129,93483.14,0.16,29915,6659.19,42,2,21,contract,9841.94,9,south,0.0712,0.2226,3314,Low
2130,63338.17,0.16,20268,3100.57,31,0,60,contract,32083.84,6,south,0.049,0.153,2227.47,Low
2131,102608.59,0.1,20522,4723.05,42,3,32,contract,52814.17,12,west,0.046,0.2301,2474.07,Low
2132,52813.07,0.26,27463,17248.19,40,9,56,salaried,8753.72,6,west,0.3266,0.6281,6184.7,Medium
2133,22350.79,0.39,17434,16000.96,45,6,65,salaried,1123.58,2,south,0.7159,0.9178,3272.48,High
2134,96191.56,0.06,11543,3798.81,27,1,43,salaried,9618.49,3,south,0.0395,0.3291,3372.98,Low
2135,77684.9,0.05,7768,3115.39,49,5,67,contract,23907.61,4,east,0.0401,0.4011,1820.47,Low
2136,81498.25,0.23,37489,12933.38,53,3,51,self-employed,31079.39,4,south,0.1587,0.345,8284.64,Low
2137,90819.51,0.12,21797,3186.31,21,2,31,self-employed,24832.28,8,south,0.0351,0.1462,1965.89,Low
2138,79216.84,0.15,23765,11176.65,24,1,30,contract,16291.73,14,north,0.1411,0.4703,2651.54,Low
2139,23452.51,0.5,23453,18765.23,50,10,23,salaried,2874.71,1,west,0.8001,0.8001,6059.51,High
2140,20623.74,0.33,13612,12198.79,52,9,34,salaried,522.33,10,south,0.5915,0.8962,10305.16,High
2141,94166.13,0.08,15067,6780.96,23,0,36,salaried,11094.21,14,west,0.072,0.4501,3045.14,Low
2142,45433.8,0.2,18174,11844.33,25,5,30,salaried,7124.47,4,west,0.2607,0.6517,172.94,Medium
2143,55499.51,0.27,29970,20177.69,42,9,49,salaried,8196.51,11,east,0.3636,0.6733,8808.43,Medium
2144,20993.12,0.39,16375,14065.35,64,13,30,salaried,2810.77,12,west,0.67,0.859,3273.05,High
2145,65390.03,0.23,30079,10627.15,38,2,32,self-employed,4355.63,13,west,0.1625,0.3533,9161.48,Low
2146,32709.95,0.4,26168,18209.17,62,12,50,salaried,2254.23,11,south,0.5567,0.6959,9325.93,High
2147,17495.43,0.36,12597,9141.18,64,8,61,self-employed,2675.66,11,north,0.5225,0.7257,9087.51,High
2148,21133.74,0.27,11412,9601.62,27,15,21,salaried,595.7,4,south,0.4543,0.8414,312.51,High
2149,50901.72,0.23,23415,9372.53,58,9,25,contract,3866.88,1,south,0.1841,0.4003,5173.47,Medium
2150,107070.52,0.25,53535,13038.73,32,1,40,self-employed,58204.69,3,north,0.1218,0.2436,684.85,Low
2151,48681.92,0.16,15578,5709.01,20,9,28,contract,12450.62,5,north,0.1173,0.3665,1621.84,Medium
2152,64128.83,0.14,17956,7186.9,25,3,63,salaried,24189.43,6,east,0.1121,0.4003,1651.62,Low
2153,66424.21,0.09,11956,4213.51,26,5,32,salaried,27406.21,9,north,0.0634,0.3524,1189.1,Low
2154,79955,0.08,12793,4983.42,67,5,21,salaried,20888.24,9,south,0.0623,0.3895,4887.57,Low
2155,89622.16,0.1,17924,4980.27,46,0,40,salaried,36226.92,9,north,0.0556,0.2779,1386.54,Low
2156,65808.8,0.1,13162,5189.86,34,4,48,salaried,19894.67,11,north,0.0789,0.3943,853.41,Low
2157,66578.2,0.15,19973,5717.61,53,1,63,salaried,4941.87,1,north,0.0859,0.2863,5439.41,Low
2158,79108.17,0.09,14239,4458.2,42,5,57,salaried,10146.84,12,west,0.0564,0.3131,2787.33,Low
2159,90647.75,0.22,39885,6018.93,67,2,67,contract,11337.44,9,east,0.0664,0.1509,1724.8,Low
2160,60641.84,0.09,10916,1250.68,68,2,57,salaried,26722.88,13,west,0.0206,0.1146,824.45,Low
2161,8452.45,0.4,6762,6072.37,43,14,32,contract,995.17,8,west,0.7184,0.898,4789.26,High
2162,44044.87,0.28,24665,16186.19,34,9,57,salaried,3253.86,2,east,0.3675,0.6562,272.49,Medium
2163,72198.51,0.28,40431,17962.93,54,7,69,salaried,4350.76,13,west,0.2488,0.4443,4220.9,Medium
2164,73049.07,0.06,8766,3845.98,23,3,69,salaried,29992.2,11,north,0.0526,0.4387,2195.63,Low
2165,33258.29,0.4,26607,18895.71,63,9,64,contract,2558.42,1,east,0.5682,0.7102,9653.67,High
2166,17837.45,0.49,17481,15606.41,56,19,48,self-employed,614.3,1,west,0.8749,0.8928,6574.64,High
2167,81850.6,0.17,27829,9260.23,36,1,67,self-employed,43163.46,12,south,0.1131,0.3328,285.56,Low
2168,96386.29,0.09,17350,1967.85,50,4,35,salaried,45576.4,6,west,0.0204,0.1134,1871.58,Low
2169,43688.81,0.23,20097,7971.05,57,8,26,salaried,9793.23,9,south,0.1825,0.3966,5699.92,Medium
2170,33045.69,0.16,10575,5833.16,29,9,64,salaried,4430.1,7,north,0.1765,0.5516,5805.62,Medium
2171,80923.14,0.12,19422,3556.27,69,1,40,salaried,16265.26,5,south,0.0439,0.1831,3110.9,Low
2172,30741.26,0.4,24593,20558.64,46,15,70,contract,4337.41,11,west,0.6688,0.836,11793.66,High
2173,109614.09,0.16,35077,13424.97,61,0,34,contract,31543.66,2,west,0.1225,0.3827,4729.05,Low
2174,31648.95,0.26,16457,7218.59,25,6,22,salaried,8179.66,1,west,0.2281,0.4386,1183.64,Medium
2175,85192.46,0.22,37485,14115.74,25,5,29,self-employed,16805.43,2,east,0.1657,0.3766,2983.12,Low
2176,67311.69,0.09,12116,4327.14,34,2,57,salaried,4878.44,1,east,0.0643,0.3571,3755.98,Low
2177,82435.1,0.15,24731,12240,23,0,40,salaried,12570.03,3,west,0.1485,0.4949,10540.45,Low
2178,67126.5,0.1,13425,4643.17,67,0,46,salaried,7459.77,6,west,0.0692,0.3459,3996.08,Low
2179,20318.44,0.35,14223,10100.34,59,13,49,salaried,855.65,13,north,0.4971,0.7101,8693.6,High
2180,61202.81,0.37,45290,18065.18,26,5,21,self-employed,5964.83,8,east,0.2952,0.3989,3367.28,Medium
2181,25464.18,0.3,15279,13199.07,70,19,55,salaried,768.35,3,east,0.5183,0.8639,11267.99,High
2182,15970.21,0.4,12776,8194.31,68,11,26,contract,960.18,10,east,0.5131,0.6414,1026.89,High
2183,77492.9,0.1,15499,2953.45,64,4,57,salaried,14618.32,9,south,0.0381,0.1906,1224.12,Low
2184,89901.08,0.06,10788,1117.51,66,2,25,salaried,11205.61,10,west,0.0124,0.1036,1109.33,Low
2185,26481.9,0.34,18008,14488.83,45,8,53,salaried,2348.18,5,north,0.5471,0.8046,10110.24,High
2186,49665.67,0.3,29799,18304.11,50,5,69,self-employed,9571.92,7,north,0.3685,0.6143,11838.72,Medium
2187,64063.3,0.29,37157,18736.9,21,5,34,self-employed,4495.87,8,west,0.2925,0.5043,4252.04,Medium
2188,94600.65,0.3,56760,12159.53,47,5,32,self-employed,33973.46,3,west,0.1285,0.2142,8957.56,Low
2189,34780.45,0.27,18781,17563.48,61,11,62,salaried,952.64,2,north,0.505,0.9352,9617.44,High
2190,48874.42,0.15,14662,7241.26,32,6,40,salaried,14911.8,2,south,0.1482,0.4939,3486.45,Medium
2191,31132.69,0.49,30510,26723.34,37,17,70,salaried,5077.29,5,north,0.8584,0.8759,6253.11,High
2192,20175.7,0.33,13316,13243.88,49,14,44,salaried,487.5,15,south,0.6564,0.9946,1652.35,High
2193,52458.65,0.36,37770,23624.73,30,3,63,self-employed,6161.13,1,south,0.4503,0.6255,5402.95,Medium
2194,60605.18,0.2,24242,15519.98,32,7,54,salaried,2451.72,15,east,0.2561,0.6402,7840.4,Medium
2195,83296.11,0.05,8330,1235.27,70,2,45,salaried,19249.25,2,west,0.0148,0.1483,1191.54,Low
2196,73737.64,0.13,19172,6063.31,43,4,70,salaried,33866.98,13,east,0.0822,0.3163,1531.49,Low
2197,58349.67,0.26,30342,21203.4,48,7,49,salaried,8124.53,9,south,0.3634,0.6988,14366.1,Medium
2198,68141.62,0.19,25894,5942.15,24,5,59,self-employed,23675.49,7,north,0.0872,0.2295,1042.78,Low
2199,41037.1,0.4,32830,20246.75,54,12,51,contract,5732.12,15,east,0.4934,0.6167,8252.73,High
2200,48352.83,0.17,16440,5155.92,38,7,67,contract,10189.7,15,north,0.1066,0.3136,1425.77,Medium
2201,13820.93,0.5,13821,13703.2,32,18,63,self-employed,1050.2,6,south,0.9915,0.9915,4733.44,High
2202,86763.52,0.08,13882,3799.47,24,3,70,salaried,24590.63,9,north,0.0438,0.2737,845.43,Low
2203,34893.14,0.39,27217,19431.31,63,8,43,self-employed,838.6,7,east,0.5569,0.7139,18910.1,High
2204,56258.22,0.3,33755,17065.63,33,3,64,salaried,11461.61,14,south,0.3033,0.5056,5666.92,Medium
2205,25258.84,0.5,25259,21320.36,57,7,58,self-employed,704.85,11,west,0.8441,0.8441,18598.12,High
2206,82270.96,0.21,34554,15629.09,41,3,40,self-employed,40929.65,5,east,0.19,0.4523,5268.61,Low
2207,56232.51,0.37,41612,19851.21,28,7,43,self-employed,4626.5,15,east,0.353,0.4771,10175.44,Medium
2208,25529.82,0.19,9701,6220.57,68,8,65,salaried,1858.36,9,west,0.2437,0.6412,5687.09,Medium
2209,71691.61,0.18,25809,5267.01,59,1,36,contract,19012.45,6,south,0.0735,0.2041,1150.85,Low
2210,69428.39,0.17,23606,7539.94,45,2,70,self-employed,38914.16,6,west,0.1086,0.3194,3475.51,Low
2211,30917.34,0.5,30917,28215.91,64,16,62,self-employed,2331.31,11,east,0.9126,0.9126,26751.55,High
2212,66860.34,0.05,6686,1852.52,24,4,28,salaried,26435.06,4,south,0.0277,0.2771,1577.11,Low
2213,69431.06,0.11,15275,3223.3,48,3,70,salaried,11819.38,13,north,0.0464,0.211,1741.58,Low
2214,73258.75,0.12,17582,7447.74,41,1,41,salaried,29886.34,12,east,0.1017,0.4236,1794.31,Low
2215,19228.43,0.45,17306,15971.8,68,18,21,salaried,687.99,1,north,0.8306,0.9229,8719.75,High
2216,55694.25,0.14,15594,6439.12,22,10,28,salaried,16154.06,5,west,0.1156,0.4129,5381.34,Medium
2217,73009.07,0.13,18982,6490.88,47,5,49,contract,27667.87,11,south,0.0889,0.3419,4419.47,Low
2218,88221.87,0.1,17644,3503.19,57,1,52,salaried,6339.8,9,west,0.0397,0.1985,1783,Low
2219,21349.11,0.43,18360,17598.49,33,12,58,self-employed,2005.4,13,north,0.8243,0.9585,4310.12,High
2220,79869.49,0.08,12779,1661.88,66,3,25,salaried,36902.95,8,east,0.0208,0.13,1058.56,Low
2221,77222.49,0.13,20078,5078.17,33,5,67,salaried,53279.52,8,south,0.0658,0.2529,1510.99,Low
2222,51910.1,0.16,16611,5980.77,62,5,42,contract,8794.21,5,west,0.1152,0.36,73.92,Low
2223,62336.6,0.23,28675,12734.4,30,5,67,self-employed,24415.49,12,north,0.2043,0.4441,4835.57,Low
2224,32591.9,0.16,10429,6446.66,28,3,54,salaried,3855.84,9,north,0.1978,0.6181,1300.98,Medium
2225,55921.34,0.25,27961,16039.59,57,10,21,salaried,7738.41,3,east,0.2868,0.5736,14336.26,Medium
2226,57880.62,0.19,21995,14746.06,66,8,46,salaried,4771.27,3,north,0.2548,0.6704,1780.72,Medium
2227,72610.6,0.15,21783,2389.81,63,5,63,salaried,8987.65,1,south,0.0329,0.1097,810.57,Low
2228,86719.05,0.11,19078,9382.64,25,1,30,salaried,28337.86,9,north,0.1082,0.4918,2015.32,Low
2229,69544.33,0.06,8345,1988.82,20,2,50,salaried,5403.91,6,east,0.0286,0.2383,335.73,Low
2230,84276.89,0.12,20226,8076.25,44,5,70,self-employed,18297.38,2,west,0.0958,0.3993,3999.86,Low
2231,74683.68,0.12,17924,3794.09,35,1,38,salaried,30728.87,8,south,0.0508,0.2117,3722.41,Low
2232,39854.23,0.2,15942,7426.92,34,10,37,salaried,8876.55,12,west,0.1864,0.4659,2837.02,Medium
2233,89023.75,0.11,19585,8820.91,53,5,46,self-employed,33236.56,9,west,0.0991,0.4504,4308.27,Low
2234,48215.29,0.21,20250,9705.32,36,4,28,contract,12282.9,9,north,0.2013,0.4793,6176.89,Medium
2235,37503.75,0.33,24752,16186.17,22,5,67,contract,1622.81,2,north,0.4316,0.6539,11215.79,Medium
2236,105729.79,0.16,33834,10813.56,22,2,60,contract,48801.43,2,east,0.1023,0.3196,4876.66,Low
2237,107673.24,0.08,17228,3542.76,56,1,69,salaried,14974.21,13,north,0.0329,0.2056,283.88,Low
2238,46187.01,0.28,25865,12791.1,36,4,32,salaried,4743.36,7,north,0.2769,0.4945,10733.26,Medium
2239,29246.94,0.4,23398,14869.37,68,7,47,contract,2474.41,11,west,0.5084,0.6355,8210.39,High
2240,41326.48,0.4,33061,26159.7,57,17,28,contract,4039.17,4,south,0.633,0.7913,12248.97,High
2241,89047.54,0.23,40962,17001.98,20,2,45,self-employed,39322.9,13,north,0.1909,0.4151,14304.03,Low
2242,31426.35,0.15,9428,3088.05,26,8,66,salaried,1390.08,1,south,0.0983,0.3275,1847.51,Medium
2243,80646.82,0.12,19355,3742.69,45,4,24,salaried,27998.28,8,north,0.0464,0.1934,795.01,Low
2244,41543.82,0.17,14125,6624.32,66,5,53,contract,5456.53,2,north,0.1595,0.469,2804.73,Medium
2245,21900.83,0.46,20149,18197.23,58,12,21,salaried,1674.75,14,east,0.8309,0.9031,12524.54,High
2246,49434.24,0.38,37570,22558.38,38,6,39,self-employed,4215.39,3,north,0.4563,0.6004,22234.5,Medium
2247,72782.24,0.15,21835,9933.1,49,1,51,contract,14475.56,5,east,0.1365,0.4549,6082.02,Low
2248,53346.97,0.32,34142,12229.57,62,8,36,self-employed,8987.81,14,west,0.2292,0.3582,2377.6,Medium
