customer_id,income,income_volatility,credit_limit,loan_amount,transaction_frequency,missed_payment_count,age,employment_type,average_balance,account_tenure,region,debt_to_income,credit_utilization,loan_amount_outstanding
1743,3482763.37,0.06,390069,47976,47,0,41,salaried,2655281.13,4,east,0.0138,0.123,7237.99
1744,4922175.39,0.09,885007,125527.26,45,0,53,salaried,2072286.17,1,west,0.0255,0.1418,6810.58
1745,3996084.71,0.05,433176,26813.02,27,0,41,salaried,2720690.61,10,west,0.0067,0.0619,2054.47
1746,3437979.29,0.1,680720,80957.73,29,0,48,salaried,2277168.46,3,north,0.0235,0.1189,10436.17
1747,4926455.92,0.07,692660,52401.11,30,0,40,salaried,1900699.3,12,south,0.0106,0.0757,10510.54
1748,3084114.56,0.06,355907,41004.94,63,0,51,salaried,2529922.4,12,west,0.0133,0.1152,6365.07
1749,3528434.28,0.07,467165,53497.09,64,0,32,salaried,2548978.4,14,west,0.0152,0.1145,12001.65
1750,3716764.35,0.1,725512,60349.72,39,0,49,salaried,1779820.93,6,north,0.0162,0.0832,5080.28
1751,2891464.82,0.06,326736,23084.96,62,0,47,salaried,2522049.91,11,east,0.008,0.0707,4851.33
1752,4957936.32,0.05,496785,28391.04,39,0,43,salaried,1611595.12,15,south,0.0057,0.0571,5930.98
1753,4757440.79,0.08,744064,50407.05,28,0,43,salaried,3116437.6,2,north,0.0106,0.0677,5283.78
1754,3441366.86,0.1,674508,59995.73,37,0,26,salaried,1694496.46,1,west,0.0174,0.0889,14842.2
1755,4232216.79,0.06,535799,77856.86,41,0,47,salaried,2612858.69,3,south,0.0184,0.1453,3487.39
1756,4839854.93,0.05,489793,40307.36,27,0,49,salaried,2566380.6,6,west,0.0083,0.0823,391.76
1757,2830147.44,0.1,560369,63509.77,54,0,41,salaried,1634261.2,12,east,0.0224,0.1133,9947.42
1758,4117495.19,0.08,681857,52236.59,42,0,57,salaried,1534093.76,1,east,0.0127,0.0766,8649.62
1759,4989123.26,0.1,960905,136957.58,57,0,37,salaried,2696845.24,15,west,0.0275,0.1425,18988.06
1760,2885967.09,0.06,342853,30382.21,48,0,45,salaried,3217392.3,9,west,0.0105,0.0886,7379.5
1761,3726911.57,0.09,673080,39625.02,50,0,38,salaried,1833629.03,9,west,0.0106,0.0589,2032.11
1762,3387101.67,0.1,661840,37577.65,43,0,37,salaried,2008694.27,2,north,0.0111,0.0568,4701.88
1763,4493786.29,0.1,854718,80131.72,50,0,58,salaried,3289802.43,12,north,0.0178,0.0938,19080.63
1764,4647117.69,0.08,753762,82466.69,39,0,27,salaried,3302553.34,10,south,0.0177,0.1094,1408.56
1765,2924950.58,0.06,369129,53135.12,37,0,32,salaried,2807727.24,12,east,0.0182,0.1439,4631.08
1766,3356621.57,0.08,533703,31238.06,31,0,32,salaried,1825981.31,11,east,0.0093,0.0585,6582.42
1767,4866107.01,0.05,519700,40940.99,63,0,37,salaried,1760935.21,1,east,0.0084,0.0788,9917.34
1768,3020570.3,0.07,418651,23184.68,63,0,28,salaried,2800798.12,6,east,0.0077,0.0554,4450.62
1769,4530663.94,0.08,693192,57900.39,62,0,53,salaried,1763900.33,1,west,0.0128,0.0835,5857.97
1770,4023691.1,0.07,564121,28829.22,64,0,37,salaried,2253226.56,7,north,0.0072,0.0511,910.61
1771,3237107.49,0.07,425356,57789.13,33,0,48,salaried,2232147.66,12,south,0.0179,0.1359,1844.47
1772,4831958.03,0.07,661012,92574.24,48,0,58,salaried,3194536.45,12,east,0.0192,0.14,16257.49
1773,4583639.66,0.1,883726,89247.3,69,0,36,salaried,2546425.08,13,south,0.0195,0.101,3987.02
1774,4170924.04,0.09,772455,109824.65,56,0,46,salaried,3099649.15,3,west,0.0263,0.1422,10234.86
1775,2653254.85,0.07,348638,49693.26,27,0,48,salaried,3279116.69,11,north,0.0187,0.1425,9022.31
1776,3135816.04,0.05,314836,30444.78,66,0,38,salaried,2845061.16,15,west,0.0097,0.0967,3893.72
1777,4505146.14,0.08,725329,63271.22,49,0,45,salaried,1672753.65,7,south,0.014,0.0872,5015.28
1778,3130639.86,0.08,474605,39350.38,28,0,43,salaried,2382431.12,9,north,0.0126,0.0829,1049.66
1779,2746375.07,0.07,363620,35613.26,28,0,41,salaried,2554084.17,14,south,0.013,0.0979,4974.67
1780,4567191.5,0.07,621138,89515.26,26,0,40,salaried,2062555.45,14,east,0.0196,0.1441,3010.22
1781,2938528.72,0.06,341457,35493.09,31,0,40,salaried,3464052.06,15,north,0.0121,0.1039,5641.67
1782,4002782.6,0.08,662060,83383.99,30,0,58,salaried,2065442.94,15,south,0.0208,0.1259,5890.04
1783,4026467.88,0.09,715101,81323.1,70,0,28,salaried,1825932.3,3,north,0.0202,0.1137,15563.44
1784,4105121.94,0.05,419543,56301.59,50,0,26,salaried,2869144.75,9,west,0.0137,0.1342,8654.61
1785,4872759.68,0.06,597400,81691.25,55,0,35,salaried,2244590.54,13,north,0.0168,0.1367,11215.7
1786,3539780.78,0.06,395747,58079.25,23,0,55,salaried,2269393.4,8,north,0.0164,0.1468,7399.73
1787,3616624.84,0.07,514284,57034.26,55,0,43,salaried,3182367.72,5,east,0.0158,0.1109,575.74
1788,3799027.01,0.1,727894,60624.01,57,0,37,salaried,2960330.39,2,north,0.016,0.0833,6890.45
1789,2829273.01,0.06,355923,28948.2,20,0,57,salaried,3059336.51,5,west,0.0102,0.0813,2134.47
1790,4640422.26,0.08,761957,112395.08,22,0,35,salaried,2350081.49,3,east,0.0242,0.1475,25711.32
1791,4241158.04,0.06,469920,30474.57,45,0,55,salaried,2958420.01,12,south,0.0072,0.0649,1045.65
1792,2759934.03,0.1,524939,39030.52,21,0,51,salaried,3464349.64,15,west,0.0141,0.0744,4520.68
1793,2674564.46,0.09,498539,67477.73,38,0,41,salaried,2911878.26,11,south,0.0252,0.1354,699.21
1794,3781828.59,0.07,561223,64729.32,69,0,27,salaried,2880888.76,1,east,0.0171,0.1153,383.81
1795,2712744.91,0.07,405827,20848.97,68,0,31,salaried,1811619.7,3,east,0.0077,0.0514,1505.09
1796,3880453.39,0.08,628633,43700.05,38,0,34,salaried,1916263.9,8,south,0.0113,0.0695,2425.11
1797,4594180.3,0.07,611945,67070.08,70,0,39,salaried,1591626.07,15,west,0.0146,0.1096,10601.66
1798,2881893.05,0.08,434589,27626.77,48,0,53,salaried,2063019.15,12,west,0.0096,0.0636,1469.13
1799,4043286.06,0.06,494090,63709.74,46,0,38,salaried,3310903.67,1,south,0.0158,0.1289,974.68
1800,4313429.23,0.07,578000,28941.59,44,0,34,salaried,2672621.05,8,north,0.0067,0.0501,701.3
1801,2915401.93,0.08,479292,45393.44,59,0,41,salaried,3226259.12,7,north,0.0156,0.0947,3828.25
1802,4622179.68,0.08,761735,110669.16,53,0,47,salaried,2769151.4,1,west,0.0239,0.1453,6112.31
1803,2913583.45,0.05,319911,21206.5,49,0,33,salaried,2700407.24,11,south,0.0073,0.0663,3801.51
1804,4373045.62,0.06,483659,60135.15,68,0,36,salaried,2384813.77,10,east,0.0138,0.1243,14274.36
1805,3851322.05,0.07,503753,43860.78,35,0,26,salaried,1854025.3,1,east,0.0114,0.0871,5948.07
1806,3409098.43,0.06,399546,54568.62,48,0,39,salaried,2958564.05,2,north,0.016,0.1366,6064.15
1807,3112781.26,0.06,399059,21095.86,24,0,55,salaried,2985817.42,9,south,0.0068,0.0529,3665.67
1808,4496932.62,0.08,759082,100006.99,36,0,40,salaried,3264930.52,8,west,0.0222,0.1317,13569.75
1809,2625436.62,0.09,467853,58965.4,55,0,39,salaried,1811074.59,10,south,0.0225,0.126,5604.34
1810,4661121.55,0.09,830612,121201.03,22,0,44,salaried,1529356.2,3,north,0.026,0.1459,10879.08
1811,4295537.39,0.08,671822,49596.03,46,0,41,salaried,2727458.79,5,south,0.0115,0.0738,11872.69
1812,2784051.51,0.09,522845,39594.44,52,0,25,salaried,1639764.38,6,west,0.0142,0.0757,5914.72
1813,4737322.49,0.09,837559,82516.72,24,0,47,salaried,2626452.71,10,west,0.0174,0.0985,12390.98
1814,3142566.42,0.05,322427,22571.38,41,0,48,salaried,3098229.09,15,south,0.0072,0.07,1912.49
1815,4430417.73,0.1,876337,87301.85,22,0,40,salaried,2171553.11,2,west,0.0197,0.0996,12588.67
1816,3408694.88,0.07,489489,62053.99,68,0,34,salaried,2027710.26,1,south,0.0182,0.1268,10046.02
1817,3295016.14,0.07,478436,50552.35,68,0,25,salaried,2473007.75,13,west,0.0153,0.1057,8427.95
1818,4096831.16,0.09,765288,74974.33,49,0,39,salaried,2402255.35,3,east,0.0183,0.098,16982.23
1819,3466587.82,0.06,402818,45125.64,25,0,42,salaried,2067930.74,4,south,0.013,0.112,10327
1820,3791456.31,0.09,657439,93925.09,52,0,35,salaried,3203819.52,1,west,0.0248,0.1429,2039.61
1821,2752287.05,0.08,423302,24458.33,59,0,55,salaried,2165486.8,8,west,0.0089,0.0578,4405.12
1822,3131077.66,0.07,408919,42801.53,52,0,39,salaried,2910011.08,15,west,0.0137,0.1047,9267.26
1823,4211565.08,0.06,490226,64776.25,59,0,37,salaried,2164267.64,9,east,0.0154,0.1321,12288.99
1824,3577135.69,0.07,513677,66441.65,47,0,27,salaried,2126763.65,9,south,0.0186,0.1293,9013.7
1825,4661756.95,0.05,504402,62238.19,65,0,38,salaried,2850212.84,14,south,0.0134,0.1234,9761.24
1826,3929487.54,0.09,687660,47975.72,39,0,32,salaried,2600511.11,9,north,0.0122,0.0698,8803.51
1827,4287133.78,0.07,603628,75475.86,70,0,48,salaried,3468773.52,4,north,0.0176,0.125,7739.52
1828,3478817.51,0.09,596965,34618.56,43,0,59,salaried,3359242.01,2,north,0.01,0.058,4295.61
1829,4724128.4,0.09,875853,51807.19,70,0,39,salaried,2925245,12,south,0.011,0.0592,5525.97
1830,4455054.95,0.05,464217,61998.75,54,0,26,salaried,2170937.02,2,south,0.0139,0.1336,4192.46
1831,3107983.17,0.1,611651,89971.83,39,0,55,salaried,2454177.12,8,east,0.0289,0.1471,3604.85
1832,3014882.21,0.1,574034,70512.37,32,0,58,salaried,3246185.68,7,south,0.0234,0.1228,8293.64
1833,2798995.11,0.08,426007,59756.55,65,0,44,salaried,2139830.98,12,east,0.0213,0.1403,1449.51
1834,4413750.23,0.05,460796,39715.97,29,0,37,salaried,1910650.17,15,west,0.009,0.0862,752.9
1835,4540726.79,0.07,673844,75238.9,68,0,28,salaried,2735934.92,4,north,0.0166,0.1117,11558.22
1836,4923520,0.06,542572,65873.54,65,0,52,salaried,2580229.2,14,east,0.0134,0.1214,1431.16
1837,3393134.59,0.08,558510,54844.72,52,0,58,salaried,2848961.82,13,west,0.0162,0.0982,7029.63
1838,4870150.75,0.09,839614,61234.91,54,0,51,salaried,1645392.74,2,south,0.0126,0.0729,12107.48
1839,4789379.52,0.07,638903,63885.15,49,0,59,salaried,1934122.81,1,east,0.0133,0.1,12112.41
1840,4353546.94,0.07,569444,68832.84,64,0,47,salaried,1841811.69,4,south,0.0158,0.1209,7067.22
1841,3248167.55,0.07,467086,51239.77,27,0,29,salaried,1640980.21,6,east,0.0158,0.1097,418.61
1842,4084319.25,0.06,481133,34585.77,38,0,30,salaried,2086957.43,5,east,0.0085,0.0719,1797.17
1843,4031430.75,0.08,668411,60727.43,37,0,59,salaried,1652950.07,3,west,0.0151,0.0909,4704.71
1844,4943489.16,0.07,709885,58251.86,49,0,36,salaried,1813979.21,10,east,0.0118,0.0821,8216.09
1845,3088564.21,0.08,500347,39988.36,45,0,54,salaried,3002971.61,1,north,0.0129,0.0799,6149.29
1846,2664792.4,0.07,369873,26411.96,50,0,33,salaried,1894186.37,13,west,0.0099,0.0714,6346.95
1847,4388579.99,0.08,742548,46089.72,35,0,43,salaried,1651493.94,15,south,0.0105,0.0621,2940.5
1848,4918761.53,0.06,606975,86727.59,65,0,31,salaried,2416614.01,7,south,0.0176,0.1429,18945.18
1849,4582826.08,0.08,729586,71072.83,35,0,46,salaried,2137081.78,1,east,0.0155,0.0974,2715.85
1850,4049024.07,0.06,463208,43325.43,64,0,55,salaried,1945153.16,4,west,0.0107,0.0935,6023.56
1851,4089667.62,0.1,805665,54594.19,24,0,28,salaried,3402590.6,10,east,0.0133,0.0678,1880.1
1852,2643072.86,0.07,383246,45858.59,33,0,31,salaried,3313204.78,7,west,0.0174,0.1197,6598.91
1853,2983363.85,0.06,387837,53434.42,55,0,32,salaried,3092031.34,8,west,0.0179,0.1378,2083.32
1854,4880424.02,0.07,656905,36819.97,69,0,58,salaried,3498135,7,east,0.0075,0.0561,8421.64
1855,4667735.1,0.06,588135,87447.19,32,0,25,salaried,3164005.38,8,north,0.0187,0.1487,5596.38
1856,4113404.94,0.07,556955,63107.29,38,0,39,salaried,3460490.49,2,west,0.0153,0.1133,3812.04
1857,3172361.38,0.09,599576,37109.62,67,0,29,salaried,2114059.33,4,east,0.0117,0.0619,3761.42
1858,3958400.89,0.09,687178,57283.78,51,0,36,salaried,1586747.16,1,west,0.0145,0.0834,13626.16
1859,2598812.56,0.08,435041,40847.35,53,0,29,salaried,3468776.5,9,east,0.0157,0.0939,4615.5
1860,3409408.75,0.1,680518,73379.46,70,0,29,salaried,3394771.07,5,south,0.0215,0.1078,8835.7
1861,3612936.48,0.07,520263,41801.4,69,0,46,salaried,2853230,3,west,0.0116,0.0803,8785.15
1862,4066259.5,0.07,587981,33480.61,40,0,27,salaried,1704582.41,15,north,0.0082,0.0569,2048.88
1863,4914394.74,0.07,673272,71027.88,49,0,34,salaried,3047837.42,15,east,0.0145,0.1055,6831.49
1864,3427205.45,0.06,387960,51238.42,52,0,46,salaried,2960293.81,7,east,0.015,0.1321,8132.12
1865,3843718.37,0.07,544271,59086.24,61,0,51,salaried,1772275.57,5,south,0.0154,0.1086,3985.72
1866,3375860.4,0.09,635337,74624.36,70,0,38,salaried,1822075.58,3,north,0.0221,0.1175,11162.5
1867,4861257.71,0.1,931417,72107.51,29,0,46,salaried,2730113.94,14,south,0.0148,0.0774,12192.81
1868,3414195.1,0.1,673962,88761.28,52,0,53,salaried,3045219.55,1,east,0.026,0.1317,1267.58
1869,3881180.96,0.1,775460,110474.87,37,0,59,salaried,2687910.71,6,west,0.0285,0.1425,18577.51
1870,3085418.75,0.06,372102,23231.9,53,0,25,salaried,2277986.42,12,south,0.0075,0.0624,4258.44
1871,3170985.31,0.09,552386,56140.79,30,0,30,salaried,1926093.97,11,south,0.0177,0.1016,3503.07
1872,4787282.34,0.09,901924,52991.65,60,0,47,salaried,2587068.23,1,south,0.0111,0.0588,6627.87
1873,3511038.72,0.09,614432,53799.41,63,0,42,salaried,2945866.81,10,east,0.0153,0.0876,359.41
1874,2983188.72,0.1,585898,48455.86,60,0,27,salaried,2638143.72,9,south,0.0162,0.0827,3274.64
1875,4012693.1,0.05,422938,29959.44,60,0,45,salaried,2655719.28,7,south,0.0075,0.0708,3508.57
1876,3550993.97,0.05,355810,47145.2,68,0,26,salaried,2367222.62,15,west,0.0133,0.1325,8055.65
1877,4378952.74,0.06,481685,56288.05,27,0,56,salaried,2956460.41,13,east,0.0129,0.1169,2876.16
1878,4963280.46,0.06,590630,34014.81,53,0,59,salaried,2040200.43,15,east,0.0069,0.0576,6776.73
1879,4648584.87,0.06,541095,57761.16,50,0,51,salaried,1714429.48,13,north,0.0124,0.1067,411.17
1880,3984210.89,0.08,638271,39287.82,32,0,44,salaried,2510659.6,6,east,0.0099,0.0616,4654.53
1881,4366633.87,0.05,444523,54474.4,56,0,58,salaried,1569151.7,5,west,0.0125,0.1225,455.31
1882,3641858.34,0.08,589981,61040.88,23,0,58,salaried,1563840.35,3,north,0.0168,0.1035,14723.09
1883,4284028.78,0.06,522652,34902.44,40,0,48,salaried,3002369,7,west,0.0081,0.0668,5968.56
1884,2681423.64,0.07,401677,31505.03,24,0,55,salaried,2471095.11,3,south,0.0117,0.0784,934.68
1885,3440655.96,0.09,608996,85032.09,34,0,46,salaried,2339832.29,3,north,0.0247,0.1396,3609.37
1886,3846964.49,0.05,421627,33130.51,69,0,56,salaried,1721010.44,10,east,0.0086,0.0786,3362.17
1887,3917448.44,0.08,601720,80899.16,60,0,28,salaried,2705431.51,3,north,0.0207,0.1344,8554.87
1888,4310038.8,0.09,751671,51233.25,61,0,29,salaried,2311166.38,5,west,0.0119,0.0682,833.91
1889,2977249.82,0.1,591877,56209.35,70,0,28,salaried,2834615.64,13,west,0.0189,0.095,9292.01
1890,3473563,0.08,589116,35292.99,50,0,25,salaried,2927884.96,2,east,0.0102,0.0599,5603.29
1891,4137349.34,0.1,802646,59941.15,70,0,38,salaried,1585873.52,15,east,0.0145,0.0747,14088.37
1892,4341777.92,0.08,690343,62407.06,65,0,49,salaried,2206755.74,11,north,0.0144,0.0904,12850.9
1893,4582184.23,0.06,510455,63686.66,45,0,37,salaried,2948669.97,8,west,0.0139,0.1248,3778.27
1894,3692160.74,0.09,669020,80643.9,64,0,35,salaried,1977718.25,3,north,0.0218,0.1205,11640.17
1895,3998406.05,0.1,797282,118290.79,33,0,56,salaried,3487459.48,15,south,0.0296,0.1484,26622.62
1896,3707865.92,0.09,635528,72573.59,38,0,44,salaried,2478293.74,10,west,0.0196,0.1142,3601.74
1897,4756503.84,0.09,896125,133261.59,70,0,25,salaried,2297318.73,1,north,0.028,0.1487,28072.38
1898,3066070.29,0.09,531657,52746.99,61,0,54,salaried,3136604.45,10,south,0.0172,0.0992,4267.45
1899,2816971.57,0.08,455786,42251.78,52,0,49,salaried,2434556.87,7,south,0.015,0.0927,10497.72
1900,4879184.93,0.05,505484,40465.41,30,0,36,salaried,3294966.43,5,east,0.0083,0.0801,5273.98
1901,2923510.13,0.1,558390,43125.55,27,0,53,salaried,3155735.26,5,west,0.0148,0.0772,1662.38
1902,3289332.23,0.09,576291,48422.16,70,0,51,salaried,1601055.97,14,south,0.0147,0.084,6410.76
1903,4336179.71,0.05,437954,34008.11,60,0,46,salaried,2953884.79,9,north,0.0078,0.0777,2223.39
1904,4097112.95,0.1,786646,60180.81,36,0,34,salaried,1982264.84,3,east,0.0147,0.0765,11570.45
1905,4693348.4,0.08,758445,81688.72,27,0,52,salaried,1574546.5,5,west,0.0174,0.1077,2927.58
1906,3504761.98,0.08,559360,42919.9,34,0,59,salaried,3406001.32,11,west,0.0122,0.0767,6908.09
1907,3643631.83,0.08,599742,64373.43,25,0,29,salaried,3233719.25,6,south,0.0177,0.1073,8269.07
1908,4990783.97,0.08,805513,95944.06,29,0,42,salaried,2398660.8,1,north,0.0192,0.1191,6001.36
1909,4572262.85,0.09,842211,125524.62,40,0,55,salaried,3152473.46,1,west,0.0275,0.149,20910.44
1910,4446635.21,0.07,602964,45213.65,48,0,34,salaried,3147608.13,1,north,0.0102,0.075,8960.86
1911,3189262.59,0.05,334873,41427.5,64,0,28,salaried,1984582.63,5,east,0.013,0.1237,3117.45
1912,2663788.85,0.06,340965,45970.22,65,0,50,salaried,1839923.94,12,south,0.0173,0.1348,4134.9
1913,2791688.77,0.09,486871,32949.48,33,0,42,salaried,1877385.73,1,south,0.0118,0.0677,31.3
1914,3426555.29,0.06,421466,56800.25,48,0,52,salaried,3186841.45,8,east,0.0166,0.1348,7468.13
1915,4622431.62,0.09,833887,107381.02,56,0,32,salaried,2315248.68,11,west,0.0232,0.1288,1385
1916,4975919.79,0.06,617014,76639.2,21,0,25,salaried,2846889.79,3,south,0.0154,0.1242,2033.4
1917,2740616.39,0.07,358473,20521.12,42,0,42,salaried,1729803.83,5,west,0.0075,0.0572,256.48
1918,4798570.58,0.05,524964,31672.57,22,0,51,salaried,2931678.84,7,west,0.0066,0.0603,6454.29
1919,2879196.87,0.09,525166,71736.39,30,0,57,salaried,3387287.31,2,south,0.0249,0.1366,13725.77
1920,3731375.68,0.08,573139,70281.38,46,0,43,salaried,2846093.83,7,north,0.0188,0.1226,823.21
1921,3099175.17,0.09,531818,65489.65,23,0,39,salaried,2398919.82,13,west,0.0211,0.1231,10587.57
1922,3730639.32,0.06,456630,38800.97,65,0,58,salaried,2116828.05,1,east,0.0104,0.085,8107.55
1923,3369320.64,0.05,338280,49138.8,61,0,46,salaried,2492494.3,9,south,0.0146,0.1453,7193.39
1924,3014462.57,0.09,527531,50447.62,49,0,54,salaried,1867799.5,11,east,0.0167,0.0956,10970.72
1925,3595889.84,0.06,415685,28874.47,35,0,44,salaried,2593572.08,5,east,0.008,0.0695,4268.87
1926,4074966.8,0.07,559085,75346.89,58,0,49,salaried,1691568.66,3,east,0.0185,0.1348,13332.33
1927,4406119.52,0.09,816895,74108.78,52,0,33,salaried,2415542.18,8,south,0.0168,0.0907,310
1928,2524245.32,0.06,288269,22606.3,62,0,42,salaried,1995534.5,14,south,0.009,0.0784,2373.88
1929,4594287.14,0.06,521911,35419.85,66,0,43,salaried,1937441.82,6,east,0.0077,0.0679,6249.53
1930,3030546.8,0.08,500040,57281.9,26,0,58,salaried,3315791.75,7,west,0.0189,0.1146,5706.05
1931,4905078.47,0.07,695540,64827.86,21,0,37,salaried,2026289.96,12,south,0.0132,0.0932,11524.84
1932,2891042.85,0.07,416310,45376.18,41,0,25,salaried,2867934.06,10,east,0.0157,0.109,9654.53
1933,4595177.6,0.09,795885,91569.51,25,0,59,salaried,2335140.06,13,south,0.0199,0.1151,15929.78
1934,2852014.83,0.05,294898,43709.3,20,0,45,salaried,1554428.13,2,south,0.0153,0.1482,1286.17
1935,3824342.2,0.08,618014,79358.28,39,0,39,salaried,2318584.83,8,north,0.0208,0.1284,17727.7
1936,4902799.63,0.1,934474,97001.69,41,0,48,salaried,2568680.91,1,north,0.0198,0.1038,13894.54
1937,2956900.18,0.06,335904,23933.09,52,0,27,salaried,3223463.62,8,north,0.0081,0.0712,1963.73
1938,2505064.4,0.06,290587,38300.25,63,0,52,salaried,3050207.44,6,south,0.0153,0.1318,5672.36
1939,4600164.14,0.07,657823,73450.48,68,0,25,salaried,2118395.55,15,east,0.016,0.1117,4721.47
1940,3683504.96,0.07,525268,42324.49,60,0,27,salaried,1880818.04,10,east,0.0115,0.0806,324.27
1941,2957719.47,0.09,516418,69066.64,68,0,37,salaried,2247244.53,1,west,0.0234,0.1337,6578.7
1942,3085952.45,0.09,527698,57754.3,37,0,28,salaried,2507105.46,3,east,0.0187,0.1094,914.39
1943,2559292.62,0.05,279475,23404.67,61,0,35,salaried,1942621.67,6,north,0.0091,0.0837,2056.24
1944,3003930.76,0.1,580359,54974.57,56,0,35,salaried,1866580.73,5,east,0.0183,0.0947,7058.56
1945,3047917.16,0.07,451701,67049.62,70,0,27,salaried,1747291.22,10,west,0.022,0.1484,13855.13
1946,3444856.44,0.1,688971,46405.79,56,0,45,salaried,3173462.39,5,south,0.0135,0.0674,8952.26
1947,4180766.78,0.06,535974,74933.65,21,0,52,salaried,2417494.47,5,east,0.0179,0.1398,5379.5
1948,3293976.89,0.06,402524,29087.6,45,0,47,salaried,2620286.95,11,east,0.0088,0.0723,2805.83
1949,3276425.58,0.05,355165,50346.97,27,0,39,salaried,2193920.53,3,west,0.0154,0.1418,4111.59
1950,3851968.41,0.07,570091,48759.21,25,0,37,salaried,3481885.05,5,east,0.0127,0.0855,5863.38
1951,4645904.21,0.07,663435,85551.39,63,0,51,salaried,2500733.75,3,north,0.0184,0.129,19929.54
1952,2731289.26,0.08,456672,35464.07,67,0,26,salaried,2184584.74,5,south,0.013,0.0777,7178.02
1953,4700903.89,0.06,526501,36032.21,35,0,58,salaried,2272422.71,1,south,0.0077,0.0684,110.42
1954,3184686.19,0.07,449041,47732.5,49,0,53,salaried,3063528.93,6,east,0.015,0.1063,8534.55
1955,3612465.64,0.06,404596,50627.99,60,0,34,salaried,2447376.1,7,east,0.014,0.1251,9257.81
1956,4334625.66,0.07,629388,74603,29,0,28,salaried,1980670.82,11,south,0.0172,0.1185,5719.7
1957,3777429.83,0.09,662561,80072.23,22,0,31,salaried,2801176.78,5,west,0.0212,0.1209,1037.1
1958,2963132.97,0.09,539290,59762.74,54,0,36,salaried,3475110.64,10,south,0.0202,0.1108,9728.05
1959,3072395.18,0.05,333048,37504.84,32,0,56,salaried,2095889.28,11,north,0.0122,0.1126,386.37
1960,2952290.89,0.07,435168,23373.99,59,0,57,salaried,3195733.12,2,north,0.0079,0.0537,859.19
1961,4600114.23,0.05,498652,48005.13,70,0,35,salaried,2837777.79,12,south,0.0104,0.0963,1623.09
1962,3510631.74,0.07,482361,41776.18,25,0,25,salaried,3182856.51,14,west,0.0119,0.0866,10165.89
1963,2515155.51,0.05,275158,33194.08,51,0,33,salaried,1931652.64,7,west,0.0132,0.1206,7771.94
1964,3319138.31,0.06,388339,31382.97,41,0,34,salaried,3230705.49,6,west,0.0095,0.0808,2196.63
1965,3394634.98,0.07,472533,27903.58,51,0,53,salaried,2749587.86,6,north,0.0082,0.0591,2581.86
1966,3133691.76,0.07,453132,45054.05,68,0,25,salaried,1878658.92,13,north,0.0144,0.0994,6471.6
1967,4206710.31,0.09,769828,101357.15,60,0,26,salaried,2178099.6,12,north,0.0241,0.1317,13736.56
1968,2502986.34,0.09,429012,23908.35,49,0,41,salaried,2809894.13,10,north,0.0096,0.0557,4160.49
1969,2941194.23,0.09,502944,65849.33,70,0,30,salaried,2213132.43,4,south,0.0224,0.1309,9754.02
1970,3581813.73,0.07,495007,55645.04,60,0,31,salaried,2847588.2,6,west,0.0155,0.1124,7545.62
1971,3649806.88,0.05,393449,50265.73,63,0,57,salaried,1903029.56,4,south,0.0138,0.1278,6614.9
1972,2919905.41,0.07,426306,27107.07,27,0,30,salaried,2928730.03,6,west,0.0093,0.0636,4836.08
1973,4538039.46,0.06,527320,77708.21,66,0,46,salaried,1998262.03,4,east,0.0171,0.1474,9827.56
1974,3756909.4,0.08,607117,77155.81,33,0,26,salaried,3478730.37,9,south,0.0205,0.1271,3131.29
1975,3668182.48,0.06,476864,52144.78,52,0,48,salaried,1820738.85,8,north,0.0142,0.1093,6594.49
1976,4584286.02,0.07,628964,81022.69,69,0,46,salaried,2904836.96,15,south,0.0177,0.1288,5841.55
1977,4200557.39,0.06,510788,73215.33,69,0,29,salaried,2318303.93,5,east,0.0174,0.1433,11155.51
1978,2786466.98,0.07,388991,51531.27,24,0,54,salaried,3396315,15,west,0.0185,0.1325,5759.82
1979,3987010.98,0.09,717662,60906.28,50,0,43,salaried,3448106.79,7,north,0.0153,0.0849,6722.21
1980,2698604.4,0.08,416665,43488.05,65,0,32,salaried,2940373.74,13,north,0.0161,0.1044,3167.49
1981,3423956.94,0.07,461549,63728.05,49,0,57,salaried,1669388.55,10,east,0.0186,0.1381,7550.61
1982,3016074.03,0.07,430092,41225.12,23,0,30,salaried,2589880.58,8,east,0.0137,0.0959,4997
1983,3956950.16,0.1,760526,99665.86,48,0,26,salaried,3074737.69,4,east,0.0252,0.131,23494.76
1984,2630779.63,0.06,327795,48034.7,50,0,27,salaried,2741775.14,10,west,0.0183,0.1465,6809.89
1985,4884307.09,0.05,501130,26763.02,55,0,28,salaried,1950323.78,6,north,0.0055,0.0534,4876.29
1986,3957179.91,0.06,493856,27104.81,20,0,38,salaried,2493015.98,5,east,0.0068,0.0549,1837.61
1987,3450641.81,0.09,632158,38912.87,31,0,45,salaried,2922172.63,5,north,0.0113,0.0616,8321.79
1988,4208250.39,0.08,675003,92483.03,66,0,51,salaried,3137830.73,1,south,0.022,0.137,10482.46
1989,2789695.26,0.05,290686,40305.29,43,0,43,salaried,2298462.85,11,west,0.0144,0.1387,1053.38
1990,2942696.21,0.05,320754,35866.32,47,0,38,salaried,1638382.77,6,south,0.0122,0.1118,6823.82
1991,4151745.95,0.09,718252,52746.24,28,0,49,salaried,2034464.34,14,south,0.0127,0.0734,12502.37
1992,2595724.1,0.08,439197,62847.38,47,0,27,salaried,3387900.46,2,east,0.0242,0.1431,13016.85
