customer_id,income,income_volatility,credit_limit,loan_amount,transaction_frequency,missed_payment_count,age,employment_type,average_balance,account_tenure,region,debt_to_income,credit_utilization,loan_amount_outstanding
2559,173693.39,0.1823,225501.66,123905.16,59.9,1,53,contract,15505.44,8.36,north,0.7134,0.5495,90972.85
2560,738538.13,0.0543,790271.86,88661.4,58.07,0,56,salaried,518646.15,10.52,south,0.12,0.1122,22316.45
2561,169745.28,0.1021,735783.25,87399.35,73.94,7,58,salaried,2506778.81,12.64,north,0.5149,0.1188,14596.65
2562,1882302.52,0.1131,571634.82,82726.57,63.03,0,55,salaried,310596.84,9.19,west,0.0439,0.1447,9177.67
2563,1552575.17,0.2671,147792.12,119411.21,40.89,9,37,contract,30276.75,3.72,west,0.0769,0.808,83305.55
2564,765548.22,0.0525,424861.92,30181.42,50.21,0,56,contract,844107.25,13.65,west,0.0394,0.071,2930.84
2565,1620247.02,0.0902,474024.8,27390,56.97,0,45,salaried,155580.65,12.83,north,0.0169,0.0578,7295.54
2566,1681939.63,0.0611,682191.7,103822.48,45.81,0,49,contract,744312.85,7.42,east,0.0617,0.1522,15945.13
2567,441534.19,0.1576,815643.31,50650.68,39.64,1,52,salaried,29886.81,11.09,east,0.1147,0.0621,38284.26
2568,841110.99,0.1073,834405.37,199882,43.57,0,53,salaried,405080.47,14.3,east,0.2376,0.2396,53697.6
2569,1637686.92,0.1911,916328.17,622556.42,33.68,3,51,contract,1855402.84,14.96,west,0.3801,0.6794,268919.34
2570,280696.05,0.3926,229365.71,185047.26,39,5,47,salaried,117438.1,8.31,east,0.6592,0.8068,142927.27
2571,303318.43,0.0727,596471.82,104106.17,42.53,0,49,contract,94304.91,7.32,south,0.3432,0.1745,22879.31
2572,2645412.1,0.0902,566551.9,408035.08,56.37,2,63,salaried,386926.98,10.4,west,0.1542,0.7202,45910.58
2573,153843.76,0.3354,115756.79,83300.49,41.5,7,21,self-employed,2665514.27,7.12,north,0.5415,0.7196,32018.94
2574,293845.75,0.3205,75786.98,48027.43,47.36,5,49,salaried,71261.18,2.73,north,0.1634,0.6337,29782.76
2575,1659268.79,0.0831,491755.46,91041.74,44.18,0,43,self-employed,250997.83,14.88,north,0.0549,0.1851,10821.34
2576,437689.63,0.1011,976311.49,155228.83,46.84,0,28,salaried,172283.97,6.55,south,0.3547,0.159,2510.78
2577,523427.63,0.0797,579059.88,142316.37,44.86,0,48,self-employed,147634.15,6.38,west,0.2719,0.2458,13078.58
2578,1355743.08,0.1609,100536.51,18636.85,39.47,0,47,contract,1814452.54,2.81,east,0.0137,0.1854,4317.05
2579,1944185.12,0.1016,836853.8,98378.24,59,0,34,contract,778649.47,9.08,north,0.0506,0.1176,25312.56
2580,75155.66,0.1312,810710.14,80000.34,36.32,1,50,salaried,574383.69,14.08,north,1.0645,0.0987,68074.69
2581,1678388.41,0.3531,56298.83,41123.04,58.26,8,31,contract,2694189.81,14.91,south,0.0245,0.7304,8193.79
2582,1163264.21,0.0708,523821.61,278534.17,73.64,3,63,self-employed,786667.7,4.71,north,0.2394,0.5317,122663.95
2583,2017365.14,0.1489,153570.56,133849.61,32.6,3,54,self-employed,2205154.72,8.25,south,0.0663,0.8716,36443.86
2584,1428286.94,0.119,208604.31,41270,54.72,0,29,salaried,241599.7,4.49,south,0.0289,0.1978,10157.02
2585,1177472.47,0.0713,724548.56,100966.49,37.61,0,40,salaried,90244.01,12.83,west,0.0857,0.1394,3186.76
2586,2209182.14,0.0653,873052.6,447445.93,68.03,4,59,self-employed,864369.08,13.76,north,0.2025,0.5125,23607.43
2587,152443.43,0.3138,248197.05,185510.41,40.19,7,56,salaried,49730.51,1.93,south,1.2169,0.7474,165310.43
2588,1447277.15,0.0774,815562.29,193344.63,37.95,0,46,self-employed,859366.2,4.22,south,0.1336,0.2371,45381.91
2589,442003.51,0.3865,839485.51,159593.1,44.5,8,38,salaried,1693816.64,8.34,north,0.3611,0.1901,62938.06
2590,2275052.44,0.2632,866056.48,90621,27.31,2,45,salaried,2304605.69,11.53,south,0.0398,0.1046,16727.81
2591,872684,0.1416,386603.09,207486.5,41.42,0,36,salaried,613229.12,6.45,north,0.2378,0.5367,127255.83
2592,1312744.11,0.1574,642720.78,630168.07,37.57,9,49,contract,2781869.45,5,east,0.48,0.9805,508283.18
2593,1904779.27,0.1789,567426.99,11154.64,46.8,6,27,self-employed,1763639.36,4.57,south,0.0059,0.0197,3627.68
2594,109357.71,0.1739,885562.09,54678.86,46.51,1,62,contract,403624.14,14.67,south,0.5,0.0617,47876.26
2595,1475264.21,0.1165,859348.27,126754.15,48.07,0,35,salaried,507284.19,3.94,north,0.0859,0.1475,20097.34
2596,233791.52,0.3341,209612.61,148977.87,41.23,8,62,self-employed,177842.9,3.23,north,0.6372,0.7107,95794.32
2597,707247.04,0.0894,505387.49,68622.19,50.64,0,45,salaried,175474.39,4.38,north,0.097,0.1358,14257.16
2598,770992.32,0.1552,381589.08,78256.14,36.38,0,67,contract,431465.59,9.42,north,0.1015,0.2051,77052.59
2599,1222401.76,0.061,859229.76,127941.97,41.4,0,36,self-employed,135883.48,7.87,west,0.1047,0.1489,27795.03
2600,611420.49,0.0784,309265.46,19948.77,36.37,0,38,salaried,789348.66,2.27,east,0.0326,0.0645,2707.65
2601,712550.49,0.0675,865910.09,53814.83,39.97,0,47,self-employed,629344.73,13.44,south,0.0755,0.0621,5470.9
2602,1327520.06,0.0983,664055.16,146421.32,62.64,0,48,salaried,909012.89,8.42,north,0.1103,0.2205,26419.79
2603,298201.86,0.3697,119440.96,105844.24,57.61,10,59,self-employed,184551.54,9.33,north,0.3549,0.8862,101846.43
2604,521231.72,0.1536,445359.89,210550.33,49.17,1,39,salaried,740800.91,8.59,south,0.4039,0.4728,90463.01
2605,853984.68,0.29,733361.64,644991.98,72.32,9,44,salaried,1757164.86,0.64,north,0.7553,0.8795,542873.76
2606,616534.86,0.0956,351188.52,28731.75,42.94,0,49,salaried,595521.33,6.83,east,0.0466,0.0818,5151.16
2607,591860.06,0.1139,676202.94,76400.51,51.71,0,63,salaried,370803.95,8.27,south,0.1291,0.113,72811.33
2608,1307024.65,0.3145,297972.75,130478.1,25.62,0,39,salaried,2256461.63,0.95,east,0.0998,0.4379,111266.34
2609,1738720.37,0.2633,211829.34,60586.51,33.43,0,66,self-employed,580897.5,8.3,south,0.0348,0.286,47132.7
2610,904321.74,0.1364,100245.7,36959.09,51.31,0,51,contract,461669.92,8.73,east,0.0409,0.3687,1207.73
2611,715447.32,0.0859,353059.82,62482.28,36.1,0,27,salaried,664096.4,8.95,west,0.0873,0.177,10644.1
2612,1166739.24,0.0868,317420.6,25751.35,60.97,0,48,salaried,961898.19,11.86,north,0.0221,0.0811,4861.04
2613,1311610.49,0.074,549391.05,20763.19,28.79,8,61,contract,469172.45,7.37,south,0.0158,0.0378,10175.21
2614,204680.06,0.1035,210510.77,45708.03,53.94,1,67,salaried,398252.51,12.97,south,0.2233,0.2171,33161.03
2615,1494810.32,0.1165,685301.93,46911.23,50.66,0,40,self-employed,143398.03,6.19,east,0.0314,0.0685,11653.16
2616,130366.05,0.3118,236743.17,194278.74,33.88,5,43,self-employed,42891.91,4.2,east,1.4903,0.8206,136300.44
2617,2011540.24,0.2809,663255.38,269340.74,55.56,5,29,contract,2448896.54,7.08,west,0.1339,0.4061,53930.49
2618,421427.05,0.1191,417690.14,101738.25,56.72,0,56,salaried,906467.92,3.45,west,0.2414,0.2436,19150.99
2619,1318427.19,0.0655,721825.1,81850.34,47.45,0,30,salaried,79563.68,3.07,east,0.0621,0.1134,2181.54
2620,199001.56,0.3848,115933.23,101204.72,40.7,3,42,salaried,195897.97,1.2,east,0.5086,0.873,77296.8
2621,139747.04,0.3763,126436.57,83340.01,55.84,8,59,self-employed,160946.48,1.84,south,0.5964,0.6591,68238.34
2622,998669.81,0.3971,109217.43,74927.6,23.26,1,25,contract,1475781.41,1.59,north,0.075,0.686,33383.17
2623,651262.57,0.0969,969346.75,233505.12,50.65,0,31,self-employed,334756.77,9.72,south,0.3585,0.2409,63342.96
2624,1787715.41,0.2431,754543.75,423918.88,32.69,3,46,contract,333009.94,4.23,west,0.2371,0.5618,45011.56
2625,206569.8,0.3958,96666,85411.78,53.84,4,68,contract,6328.25,7.48,south,0.4135,0.8836,59572.66
2626,543980.29,0.1346,141012.54,80459.84,33.54,0,42,contract,199144.56,4.83,east,0.1479,0.5706,36909.84
2627,70321.41,0.2698,74221.36,53446.83,40.22,5,68,salaried,13561.23,7.7,east,0.76,0.7201,43239.14
2628,197764.06,0.127,297741.17,46563.95,39.57,0,54,salaried,88251.35,13.32,west,0.2355,0.1564,46315.6
2629,446921,0.0699,698523.43,123981.52,44.12,0,47,salaried,554114.78,6.5,north,0.2774,0.1775,16157.76
2630,1836809.64,0.0957,796179.62,104919.03,51.2,0,58,contract,41048.35,5.62,east,0.0571,0.1318,24257.57
2631,1264659.21,0.1058,283286.17,48462.79,37.08,0,31,salaried,554026.81,7.2,north,0.0383,0.1711,11268.7
2632,246785.8,0.3223,214684.01,129052.68,36.28,10,43,contract,141886.79,6,west,0.5229,0.6011,105078.54
2633,2376970.62,0.3817,530778.01,271000.05,26.55,6,23,contract,705534.3,13.26,north,0.114,0.5106,119073.47
2634,798040.13,0.0511,774379.14,47994.58,42.13,0,31,salaried,82181.19,5.69,south,0.0601,0.062,10880.73
2635,965498.85,0.0814,172324.16,94216.84,37.29,3,48,salaried,1508014.78,10.28,north,0.0976,0.5467,80708.07
2636,1367903.96,0.3227,802284.68,25280.96,29.79,2,59,self-employed,17647.8,14.21,north,0.0185,0.0315,15303.18
2637,304700.4,0.0621,232599.27,18378.87,44.33,0,35,self-employed,183288.78,13.78,south,0.0603,0.079,1498.13
2638,235677.15,0.1728,407312.37,92478.39,78.5,2,33,salaried,376176.19,3.94,west,0.3924,0.227,75762.68
2639,783372.98,0.145,211638.58,86109.02,49.34,0,31,contract,40014.6,1.58,south,0.1099,0.4069,34545.21
2640,1837138.26,0.074,386021.96,24009.06,36.83,0,54,salaried,960330.17,12.16,north,0.0131,0.0622,5805.2
2641,815425.95,0.0802,941922.8,67847.39,52,0,38,salaried,363319.71,6.91,east,0.0832,0.072,19222.24
2642,2010639.02,0.1851,593074.42,370942.27,21.82,7,57,self-employed,1990284.74,14.26,north,0.1845,0.6255,88790.76
2643,397144.51,0.0861,913551.52,73995.8,52.32,0,27,self-employed,115609.96,10.33,south,0.1863,0.081,6105.4
2644,1760059.19,0.2369,908009.22,398210.07,45.78,5,50,self-employed,7340.99,3.8,east,0.2262,0.4386,73803.83
2645,592707.53,0.1345,778830.96,171598.2,35.32,1,51,contract,372020.17,11.32,north,0.2895,0.2203,155882.03
2646,608754.8,0.1763,667310.77,73563.48,23.04,8,60,self-employed,678047.35,13.97,south,0.1208,0.1102,6317.78
2647,2113893.78,0.1731,103127.77,29041.35,54.31,7,65,self-employed,1113010.56,10.46,east,0.0137,0.2816,6328.82
2648,1681025.33,0.1172,461647.84,86169.5,48.15,0,44,self-employed,442868.11,13.37,south,0.0513,0.1867,15820.41
2649,2698077.84,0.1742,385108.33,222445.79,73.28,5,51,salaried,2746122.03,11.12,north,0.0824,0.5776,173449.08
2650,920483.39,0.1008,600682.8,100480.06,60.51,0,27,self-employed,563236.26,12.47,east,0.1092,0.1673,28416.97
2651,1343677.97,0.0874,960880.44,150248.44,56.72,0,40,salaried,453358.03,6.84,east,0.1118,0.1564,30125.87
2652,554402.26,0.0763,846963.8,108241,49.95,0,52,contract,147354.11,11.05,north,0.1952,0.1278,2649.89
2653,1170680.53,0.0825,594782.45,36396.85,35.95,0,35,self-employed,610848.76,12.39,north,0.0311,0.0612,3872.42
2654,780014.28,0.1599,227605.51,50345.85,71.82,0,41,self-employed,1788622.19,12.83,north,0.0645,0.2212,31582.16
2655,1181321.56,0.1198,681398.5,80128.64,56.32,0,37,salaried,181585.71,4.74,east,0.0678,0.1176,2162.6
2656,868649.04,0.0812,300462.23,22603.62,56.4,0,35,salaried,413936.69,14.69,north,0.026,0.0752,4705.53
2657,1490840.91,0.0532,410782.69,57522.75,58.38,0,37,salaried,929746.21,5.77,east,0.0386,0.14,3105.75
2658,1522465.24,0.0555,519554.9,74887.71,48.8,0,58,self-employed,882676.48,11.63,east,0.0492,0.1441,12636.19
2659,615991.91,0.1484,340458.9,136530.87,47.3,1,61,self-employed,790113.12,1.5,north,0.2216,0.401,46175.67
2660,294315.9,0.3816,59785.66,53722.44,43.38,5,56,self-employed,140897.61,6.97,south,0.1825,0.8986,39683.35
2661,1864266.6,0.0768,824732.06,137382.66,61.97,0,37,self-employed,863698.39,13.69,east,0.0737,0.1666,19283.57
2662,1203295.2,0.1038,908607.67,65864.28,50.29,0,51,self-employed,199821.58,3.52,north,0.0547,0.0725,1568.16
2663,1581420.4,0.0985,512700.36,26902.08,59.81,0,31,contract,141885.54,2.57,west,0.017,0.0525,2098.87
2664,635464.53,0.181,360713.56,154912.45,39.54,1,37,salaried,456273.01,11.21,east,0.2438,0.4295,101282.82
2665,166293.11,0.1782,321135.56,149663.8,59.58,1,38,salaried,83676.91,7.28,south,0.9,0.466,81624.8
2666,687255.58,0.37,662671.51,416780.48,21.31,8,37,salaried,1052458.56,13.85,east,0.6064,0.6289,360035.2
2667,2224167.35,0.2077,357316.94,256537.33,39.29,3,35,salaried,1754161.41,4.65,south,0.1153,0.718,146607.37
2668,634104.1,0.1042,600291.79,70361.97,44,1,57,self-employed,250166.04,11.11,north,0.111,0.1172,50739.15
2669,688941.84,0.1768,104051.44,49186.88,40.46,1,38,self-employed,413665.06,1.18,north,0.0714,0.4727,43953.41
2670,1837043.11,0.1164,727198.96,42552.62,42.57,0,40,contract,487395.6,7.59,south,0.0232,0.0585,182.98
2671,704888.5,0.1623,859721.81,65649.51,39.18,0,64,salaried,374735.83,13.05,south,0.0931,0.0764,47668.14
2672,2605630.06,0.1163,535174.25,326305.58,71.67,3,27,salaried,554556.4,11.41,south,0.1252,0.6097,62053.65
2673,2522062.56,0.228,262341.29,249477.25,50.26,3,61,salaried,717006.97,4.05,south,0.0989,0.951,165090.08
2674,1256955.34,0.2135,323894.19,289554.48,53.05,5,41,self-employed,2466508.55,7.73,west,0.2304,0.894,170848.8
2675,270946.42,0.1471,499072.79,57146,44.68,0,69,salaried,77225.24,11.34,north,0.2109,0.1145,55305.51
2676,469440.6,0.1059,746029.02,107741.08,47.91,0,51,self-employed,926949.4,9.04,north,0.2295,0.1444,2727.1
2677,843954.61,0.0667,603926.25,104429.37,45.61,0,40,self-employed,139415.68,3.49,south,0.1237,0.1729,22057.79
2678,299945.82,0.1369,793624.53,91299.24,39.04,0,50,contract,117673.9,12.02,north,0.3044,0.115,79453.48
2679,510922.77,0.0956,295111.28,45009.11,48.71,0,43,self-employed,242062,4.24,west,0.0881,0.1525,7886.6
2680,78062.89,0.3221,121704.56,81834.29,45.36,9,68,salaried,109468.62,3.36,west,1.0483,0.6724,68697.44
2681,1192575.67,0.0593,470313.85,104585.25,56.21,0,50,salaried,675341.35,2.27,west,0.0877,0.2224,19459.97
2682,2505506.67,0.2402,541551.67,328662.55,59.54,7,39,self-employed,780061.26,4.62,south,0.1312,0.6069,93210.68
2683,595788.75,0.0896,893704.77,115124.84,54.23,0,40,salaried,37223.13,13.36,south,0.1932,0.1288,12697.83
2684,1932148.16,0.0642,348689.26,62189.02,36.49,0,30,salaried,889937.5,13.71,west,0.0322,0.1784,4577.49
2685,683213.52,0.145,521131.08,61601.59,40.69,1,51,contract,350784.35,7.71,north,0.0902,0.1182,58860.42
2686,2561242.4,0.1196,222408.34,66630.82,28.77,3,60,salaried,1271557.5,11.14,west,0.026,0.2996,17361.29
2687,190097.07,0.0642,948654.29,107422.62,40.88,8,59,self-employed,376053.08,13.02,north,0.5651,0.1132,30803.57
2688,215488.92,0.094,719157.52,47560.76,44.27,0,46,salaried,45406.88,11.47,south,0.2207,0.0661,5777.15
2689,2893410.73,0.1143,896413.19,879357.47,20.41,3,39,salaried,1143727.36,11.14,east,0.3039,0.981,759135.12
2690,91968.28,0.2619,796072.85,31873.13,51.21,0,60,self-employed,1281751.07,2.72,south,0.3466,0.04,3482.67
2691,71154.68,0.3369,166564.14,106732.02,36.95,8,62,contract,167097.78,4.37,east,1.5,0.6408,106539.88
2692,993040.94,0.0654,869177.07,70790.74,51.66,0,33,salaried,531571.71,3.78,west,0.0713,0.0814,13094.41
2693,88105.92,0.2903,72644.44,72176.06,47.39,8,59,self-employed,84803.32,4.78,south,0.8192,0.9936,45618.61
2694,1898962.27,0.1102,411872.56,80462.26,48.41,0,33,contract,801227.63,2.87,west,0.0424,0.1954,8143.36
2695,778558.65,0.0791,712711.77,147799.69,44.8,0,42,salaried,957199.22,2.54,east,0.1898,0.2074,21103.5
2696,449762.64,0.1351,242535.88,116645.61,41.8,0,42,self-employed,393008.79,2.27,west,0.2593,0.4809,105917.84
2697,1967443.59,0.2289,335494.17,210070.43,65.88,1,37,salaried,2694100.14,1.01,west,0.1068,0.6262,45980.72
2698,2082846.37,0.1285,576390.51,374541.16,44.95,4,21,self-employed,15260.26,3.22,east,0.1798,0.6498,69161.6
2699,591087.44,0.1522,494607.66,433992.36,43.8,3,50,salaried,316101.96,3.98,south,0.7342,0.8774,242240.93
2700,871286.91,0.1529,496588.14,265718.17,40.46,1,48,salaried,616794.37,4.04,south,0.305,0.5351,61973.83
2701,1304984.39,0.0925,290327.66,166040.05,48.17,3,34,self-employed,2521943.93,10.43,north,0.1272,0.5719,110610.27
2702,370906.02,0.3642,109388.29,52298.45,44.2,5,28,salaried,382218.97,4.52,north,0.141,0.4781,46986.8
2703,881097.68,0.0671,722946.29,156183.62,38.33,0,25,salaried,446487.9,8.03,west,0.1773,0.216,36557.46
2704,2484055.82,0.1658,243579.51,230138.61,75.03,0,53,self-employed,276006.38,7.74,east,0.0926,0.9448,191643.32
2705,628196.39,0.1937,524853.9,187454.2,35.25,1,48,salaried,307756.72,4.3,west,0.2984,0.3572,174202.61
2706,765808.64,0.1321,503419.85,100016.37,38.16,1,58,contract,206018.54,8.61,west,0.1306,0.1987,72623.32
2707,348325.97,0.0768,93802.77,41068.39,20.32,0,24,contract,2454876.98,11.68,south,0.1179,0.4378,8367.72
2708,270912.8,0.3876,150925.43,119539.65,37.76,3,60,salaried,130474.25,4.23,south,0.4412,0.792,81833.99
2709,1701199.93,0.0607,609172.42,126851.38,49.47,0,40,salaried,390947.17,14.82,south,0.0746,0.2082,34914.01
2710,290304.55,0.181,532766.81,215922.84,34.8,0,38,self-employed,370644.26,4.17,east,0.7438,0.4053,84579.92
2711,714416.34,0.1451,130557.29,64775.5,30.07,0,31,self-employed,184760.94,10.52,west,0.0907,0.4961,20310.81
2712,1241408.68,0.0991,700280.32,149871.5,62.31,0,33,self-employed,242888.78,5.39,east,0.1207,0.214,95.23
2713,1781345.82,0.1213,707868.8,604724.99,66.64,8,34,salaried,1055364.25,11.77,west,0.3395,0.8543,212939.66
2714,144767.74,0.1796,155674.98,16650.93,36.6,1,50,salaried,449338.83,8.69,north,0.115,0.107,14532.9
2715,325650.98,0.0992,728337.65,76912.3,43.55,0,47,salaried,193165.42,6.4,east,0.2362,0.1056,3959.47
2716,2405198.94,0.3318,986361.32,616842.09,58.68,7,46,self-employed,1099017.9,2.08,east,0.2565,0.6254,487370.93
2717,718652.5,0.1992,269173.02,135391.83,48.11,1,35,contract,590078.1,4.65,east,0.1884,0.503,94903.66
2718,1815179.18,0.0633,645426.67,41049.64,52.9,0,47,salaried,802539.01,10.63,west,0.0226,0.0636,5016.65
2719,651556.65,0.1037,825068.11,65046.4,54.77,0,47,self-employed,82886.77,7.45,south,0.0998,0.0788,14671.28
2720,1733182.97,0.1061,992409.73,93758.32,48.51,0,36,self-employed,562846.75,10.14,south,0.0541,0.0945,19027.46
2721,413244.16,0.137,882175.32,86188.07,33.16,0,60,salaried,77925.2,6.21,north,0.2086,0.0977,68317.88
2722,222483.89,0.3413,146817.43,100485.71,59.18,3,63,self-employed,26572.57,9.58,west,0.4517,0.6844,93366.76
2723,1298798.07,0.1098,967531.52,219796.57,36.12,0,41,salaried,108308.04,7.28,west,0.1692,0.2272,52070.68
2724,1386789.82,0.0666,535067.36,67251.87,42.82,0,49,salaried,545611.59,3.79,south,0.0485,0.1257,2559.81
2725,822944.89,0.1175,201219.51,18979.93,36.2,0,57,contract,182570.4,8.62,south,0.0231,0.0943,18091.94
2726,1129688.71,0.1073,929509.83,141616.06,40.75,0,50,salaried,243484.9,6.51,west,0.1254,0.1524,38056.98
2727,257920.82,0.1972,452736.98,232128.73,36.52,1,52,self-employed,24260.55,10.78,north,0.9,0.5127,180366.08
2728,511376.25,0.0607,204649.2,16951.93,58.04,0,44,self-employed,911892.25,6.54,south,0.0331,0.0828,4408.6
2729,838857.02,0.1288,560331.15,212992.97,57.72,1,46,self-employed,677448.18,11.78,east,0.2539,0.3801,184833.65
2730,653844.53,0.1458,855441.73,161131.41,51.41,0,61,contract,260303.26,5.21,east,0.2464,0.1884,154567
2731,246759.61,0.1194,266893.09,26418.12,40.25,0,42,salaried,650326.87,14.46,north,0.1071,0.099,1378.14
2732,1909506.49,0.105,851933.36,58151.56,41.67,0,52,salaried,807899.4,6.72,south,0.0305,0.0683,7789.52
2733,453777.21,0.1096,706990.99,96343.33,64.03,0,26,salaried,451262.01,10.67,south,0.2123,0.1363,13451.08
2734,497549.27,0.1041,828405.12,196319.2,35.88,0,55,salaried,866344.88,2.98,east,0.3946,0.237,19868.05
2735,1274884.56,0.0971,875813.95,100988.44,51.7,0,35,salaried,279985.34,4.53,west,0.0792,0.1153,25721.45
2736,207349.07,0.1764,414312.64,153575.61,48.45,1,31,salaried,444539.88,8.51,north,0.7407,0.3707,113552.34
2737,1079356.09,0.0625,458579.22,108563.62,37.93,0,57,contract,838771.33,3.47,east,0.1006,0.2367,18183.65
2738,173414.42,0.3069,220632.17,169511.67,35.61,6,47,self-employed,31477.81,3.3,north,0.9775,0.7683,150605.83
2739,1032331.06,0.1069,631082.64,106883.64,43.86,0,44,self-employed,29577.73,5.36,south,0.1035,0.1694,10439.02
2740,1406583.27,0.1867,275025.88,18826.8,34.71,5,53,self-employed,305935.98,14.95,south,0.0134,0.0685,10304.66
2741,438129.01,0.0738,968448.06,209688.38,49.17,0,54,salaried,547766.55,4.76,south,0.4786,0.2165,11286.89
2742,1124607.9,0.0672,761199.16,89376.46,42.21,0,59,salaried,534550.27,4.8,east,0.0795,0.1174,9659.37
2743,1593197.88,0.1042,968704.79,92873.31,48.71,0,41,salaried,404549.85,9.5,west,0.0583,0.0959,25103.97
2744,266551.41,0.1544,282394.74,56001.46,51.61,6,58,self-employed,996635.31,14.24,east,0.2101,0.1983,31553.82
2745,170311.17,0.2804,91288.02,91204.73,37.85,4,41,salaried,91118.64,4.58,west,0.5355,0.9991,75131.6
2746,180285.64,0.3963,54468.15,35877.01,57.25,10,45,self-employed,135401.23,3.92,east,0.199,0.6587,34146.25
2747,572389.28,0.0897,852472.82,53534.72,41.96,0,53,self-employed,57182.6,3.48,west,0.0935,0.0628,9539.82
2748,2850289.56,0.1313,603400.48,525829.43,72.17,0,45,contract,949452.52,12.65,west,0.1845,0.8714,419798.99
2749,1275459.67,0.0672,700069.4,125303.22,45.79,0,27,salaried,266849.38,4.54,west,0.0982,0.179,20125.21
2750,1430675.91,0.0577,550584.91,86996.88,35.63,0,51,salaried,298426.83,9.76,south,0.0608,0.158,16210.71
2751,1610355.24,0.1061,653651.4,149492.46,48.61,0,37,salaried,934200.5,6.36,west,0.0928,0.2287,18280.27
2752,674840.41,0.1673,204411.03,34687.32,40.22,2,50,self-employed,2512357.22,3.63,south,0.0514,0.1697,7141.25
2753,1977658.82,0.3515,522131.02,222939.44,65.95,5,45,contract,860771.62,5.16,east,0.1127,0.427,97276.76
2754,1464064.18,0.2227,912486.95,808636.51,53.91,5,22,contract,2297721.05,4.26,west,0.5523,0.8862,28070.86
2755,1039323.29,0.0901,185839.33,151179.88,53.24,5,54,contract,2617051.21,6.49,south,0.1455,0.8135,135130.56
2756,70589.77,0.2606,165207.13,105884.66,50.4,10,64,salaried,135748.88,8.23,west,1.5,0.6409,75474.07
2757,2054157.45,0.0805,105766.88,54333.19,60.01,5,63,self-employed,1297437.5,4,north,0.0265,0.5137,29865.13
2758,851060.54,0.1177,720859.72,157415.03,46.97,0,68,contract,168548.69,6.38,west,0.185,0.2184,156918.94
2759,682624.82,0.1305,123026.12,29203.96,32.21,9,68,salaried,1676800.29,1.68,west,0.0428,0.2374,9579.96
2760,390468.59,0.0507,471195.82,66968.05,38.4,0,27,salaried,25934.53,11.99,east,0.1715,0.1421,7763.25
2761,840180.07,0.1583,803939.68,104915.11,51.85,1,67,contract,449721.03,7,west,0.1249,0.1305,104219.99
2762,1957740.5,0.0932,525505.3,56325.27,40.57,0,56,self-employed,581127.21,10.46,west,0.0288,0.1072,771.32
2763,2895781.81,0.3955,507882.02,334938.32,51.54,8,36,salaried,1411228.74,8.53,east,0.1157,0.6595,152107.02
2764,1419475.89,0.1441,717476.23,688617.55,44.75,1,42,salaried,2936176.24,8.01,east,0.4851,0.9598,148114.68
2765,1440550.68,0.1184,349911.54,28747.98,53.45,0,36,contract,804802.07,10.87,north,0.02,0.0822,7126.87
2766,465933.25,0.0695,328308.99,51394.29,53.1,0,29,salaried,163695.48,9.05,east,0.1103,0.1565,3119.12
2767,211140.43,0.3951,82388.83,81225.56,36.06,9,62,salaried,11795.69,9.94,east,0.3847,0.9859,64204.6
2768,305477.92,0.1431,603773.83,145632.54,49.58,0,50,self-employed,22105.56,8.91,south,0.4767,0.2412,112742.18
2769,1739125.87,0.0604,647317.39,105784.25,58.57,0,47,salaried,709517.39,10.24,east,0.0608,0.1634,15620.95
2770,2102310.49,0.251,609922.48,182850.21,77.65,2,52,self-employed,2203482.66,10.35,north,0.087,0.2998,178174.74
2771,692057.27,0.0914,225588.16,16541.57,45.74,0,40,self-employed,531709.75,6.07,south,0.0239,0.0733,1002.78
2772,536319.77,0.1957,556058.28,278420.05,40.46,0,42,self-employed,734738.51,11.44,east,0.5191,0.5007,267844.99
2773,1210191.26,0.0755,962204.34,147671.3,41.84,0,42,salaried,134517.03,12.22,east,0.122,0.1535,26395.8
2774,423814.73,0.1328,685595.2,64702.86,38.19,0,57,salaried,447195.9,12.21,east,0.1527,0.0944,55702.59
2775,1084233.61,0.0655,944228.63,95765.25,37.19,0,36,salaried,838004.77,8.64,east,0.0883,0.1014,7583.14
2776,622688.93,0.0573,346575.02,211181.41,22.31,2,40,salaried,907618.43,2.71,north,0.3391,0.6093,86880.31
2777,71760.81,0.3388,205458.22,107641.22,57.32,4,56,contract,9187.42,2.14,east,1.5,0.5239,100978.01
2778,1245417.02,0.0669,746986.71,231576.36,39,9,24,contract,2529767.24,8.32,south,0.1859,0.31,226217.85
2779,1205959.29,0.071,338098.32,47491.05,43.01,2,67,contract,2580044.49,9.03,west,0.0394,0.1405,41519.89
2780,445341.27,0.3036,185764.98,182395.25,63.21,0,60,self-employed,1553540.62,1.32,north,0.4096,0.9819,51880.12
2781,1366794.8,0.1055,919203.16,221062.66,60.14,0,58,salaried,367057.26,4.32,west,0.1617,0.2405,36348.28
2782,1814344.67,0.2098,86790.64,5980.45,65.76,9,62,contract,1106796.89,7.7,north,0.0033,0.0689,4185.16
2783,724262.63,0.1225,822387.02,141185.99,50.81,1,61,salaried,323438.58,11.27,east,0.1949,0.1717,135879.31
2784,400470.7,0.1148,971559.39,140791.95,56.13,0,26,salaried,754581.88,13.84,north,0.3516,0.1449,16544.05
2785,1435099.43,0.0875,213983.95,49434.63,62.62,0,50,salaried,131271.18,10.88,west,0.0344,0.231,5540.7
